s_id,lastname,firstname,birthyear,sex,nationality,last_club,pb,results
4307318,SWERTVAEGHER,Maxime,1992,M,BEL,Swimming Team Saint-Hubert,57.76,t
5356790,DAVID,Alan,2010,M,BEL,Perron,57.76,t
4306988,RICQUIER,Thomas,1994,M,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,57.77,t
4792985,LIPPENS,Wout,2000,M,BEL,Leuven Aquatics,57.77,t
4833422,DAZY,Sam,2003,M,BEL,Cercle Royal De Natation Arlonais,57.77,t
5169399,VANHOUCKE,Rune,2004,M,BEL,Veurnse Zwemvereniging,57.77,t
5199475,DRUWEL,Mauro,2008,M,BEL,TiMe Swimming Team,57.77,t
4805121,HEIRMAN,Greg,1991,M,BEL,Zwemclub Brabo Antwerpen,57.78,t
4588265,PELS,Robijn,1999,M,BEL,Bruinvissen Diksmuide,57.78,t
5017959,HOUTEVELT,Kyllian,2002,M,BEL,Zwemclub ZIOS Liedekerke,57.78,t
5414566,DOOMEN,Marnix,2009,M,BEL,Zwemvereniging Lier,57.78,t
4305668,GHYSEL,Thomas,1987,M,BEL,Namur Olympic Club,57.79,t
4307453,UMANS,Jelle,1994,M,BEL,Shark,57.79,t
5105567,RASSART,Victor,2003,M,BEL,Royal Brussels Poseidon,57.79,t
4068858,BLONDEEL,Olivier,1980,M,BEL,Cercle De Natation Sportcity W,57.80,t
4576663,RILLOF,Arko,1999,M,BEL,Swimming Club Wauterbos Rode,57.80,t
4676418,BROSENS,Marnix,1995,M,BEL,Belgium,57.80,t
4804725,VERDICKT,Wouter,1991,M,BEL,Zwemclub Lorelei Londerzeel,57.81,t
4805208,D'HOLLANDER,Joeri,1991,M,BEL,Dendermondse Zwemvereniging Ol,57.81,t
4307273,STEENACKERS,Thomas,1996,M,BEL,First (Flanders Inter Regio Sw,57.81,t
5336509,COENEN,Remco,2003,M,BEL,Sint-Truidense Zwemclub,57.81,t
4567904,BRYNAERT,Jonas,2007,M,BEL,Swimming Team Zennevallei,57.81,t
4804878,TIMMERMANS,Robin,1989,M,BEL,Belgium,57.82,t
4200016,FAVRESSE,Simon,1992,M,BEL,Cercle De Natation Sportcity W,57.82,t
4200205,VAN ECHELPOEL,Stijn,1992,M,BEL,Zwemclub Brabo Antwerpen,57.82,t
4306284,LEYMAN,Reinout,1997,M,BEL,Zwemclub de Dolfijnen Asse-T,57.82,t
4358798,HEIRMAN,Philip,1997,M,BEL,Swimming Team Waasland,57.82,t
4428536,BIERMANS,Cas,2000,M,BEL,Brabant East Swimming Team,57.82,t
5053057,VANLANGENDONCK,Tim,2002,M,BEL,Peltse Zwemclub,57.82,t
5169876,KEISERS,Tibo,2009,M,BEL,Arendonkse Zwemvereniging,57.82,t
4804679,BORTELS,Jeff,1992,M,BEL,Koninklijke Hasseltse Zwemvere,57.83,t
4199817,DE SAEDELEER,Joerik,1993,M,BEL,Gold Swimming Team,57.83,t
4839535,SCHUMACHER,Lou,2002,M,BEL,Herstal Natation,57.83,t
4221693,DE KONING,Ruben,2007,M,BEL,Zwemclub Brabo Antwerpen,57.83,t
5281017,VAN DAELE,Daan,2009,M,BEL,Flemish Ardennes Swimming Team,57.83,t
4804459,DIELTIENS,Jonas,1991,M,BEL,Zwemclub Brabo Antwerpen,57.84,t
4393624,JANSSEN,Lukas,1996,M,BEL,Zwemvereniging Lier,57.84,t
5009523,DE VALCK,Matteo,2005,M,BEL,Zwemclub Kapelle-O/D-Bos,57.84,t
4812489,LOURTIE,Hugo,2002,M,BEL,Perron,57.84,t
4565681,EECKHOUT,Laurens,1998,M,BEL,First (Flanders Inter Regio Sw,57.85,t
4305178,DECONINCK,Michiel,1995,M,BEL,Gold Swimming Team,57.85,t
4984035,FRANCOIS,Mathias,2003,M,BEL,Ecole De Natation Waremmienne,57.85,t
4804929,PAPS,Stijn,1982,M,BEL,Koninklijke Racing Swimming Cl,57.86,t
4303465,BOGAERTS,Michel,1975,M,BEL,Swimming Club Zaventem,57.86,t
4295996,LE CLERCQ,Mike,1995,M,BEL,Blocry, Ottignies Et Univ.L.L.,57.86,t
4922035,KONE,Cedric,2001,M,BEL,Swimming Club Strombeek-Grimbe,57.86,t
5105584,GERON,Romain,1994,M,BEL,Nautic Club Herve,57.86,t
4804680,BUGLIONE,Raphaello,1989,M,BEL,Koninklijke Hasseltse Zwemvere,57.87,t
4085681,MOREAU,Lionel,1988,M,BEL,Liege Mosan,57.87,t
4691698,KINT,Michael,1999,M,BEL,Aalterse Zwemvereniging,57.87,t
5321418,DETOBEL,Dreas,2007,M,BEL,Swimming Team Zennevallei,57.87,t
4308224,MEURANT,Jason,1997,M,BEL,Entente Des Nageurs Louvierois Natation,57.88,t
5167357,JUWE,Arne,2004,M,BEL,Koninklijke Landense Sportvereniging Zwemmen,57.88,t
5213292,SALOMEZ,Haakon,2006,M,BEL,Bruinvissen Diksmuide,57.88,t
4804824,MALMENDIER,Mathieu,1990,M,BEL,Royal Verviers Natation,57.89,t
4308778,HAUTEKEETE,Chesney,1991,M,BEL,Zwemclub Lorelei Londerzeel,57.89,t
4096015,MARTIN,Aurelien,1993,M,BEL,Espadon Leuze Natation,57.89,t
4251719,CAPELLE,Corentin,1995,M,BEL,Natation Club Athus,57.89,t
4777800,RASSCHAERT,Bart,1978,M,BEL,Swimming Team Waasland,57.89,t
4481809,BIAD,Karim,1999,M,BEL,Club Marsouins Ath,57.89,t
4140045,LEROY,Daniel,1984,M,BEL,Schwimmverein Delphin Eupen,57.90,t
4804758,CATINUS,Youri,1989,M,BEL,Namur Olympic Club,57.90,t
4804727,DEGLAIN,Simon,1991,M,BEL,Societe Royale La Nage Saint-Gilles,57.90,t
4742546,BRONCHART,Pierre,1996,M,BEL,Royal Brussels Poseidon,57.90,t
4688833,MEULEMAN,Matthias,2000,M,BEL,Zwemclub Brabo Antwerpen,57.90,t
4914320,CAMERLYNCK,Mathias,2004,M,BEL,Koninklijke Vilvoordse Zwemclu,57.90,t
5183352,DEVOS,Jochem,2007,M,BEL,Iswim,57.90,t
4494305,DEVOS,Jonas,2000,M,BEL,Izegemse Krekel Zwemmers,57.91,t
4755118,EMMERS,Jim,2002,M,BEL,Peltse Zwemclub,57.91,t
4608389,BOCKSTAELE,Shean,2001,M,BEL,Swem Vrienden,57.91M,t
4199947,VANDER EECKT,Jeroen,1989,M,BEL,Dilbeekse Zwemvereniging,57.92,t
4200039,VANDERVONDELEN,Thomas,1990,M,BEL,Zwemclub Otters Mortsel,57.92,t
4805418,VERMEERSCH,Vincent,1993,M,BEL,Gold Swimming Team,57.92,t
4615199,VAN BEERSEL,Hendrik,1997,M,BEL,Koninklijke Racing Swimming Cl,57.92,t
5079234,VAN DER DONCKT,Jannes,2005,M,BEL,Leuven Aquatics,57.92,t
5437285,MARQUET,Julien,1982,M,BEL,Cercle De Natation Sportcity W,57.92M,t
5010402,WUYTS,Tom,1984,M,BEL,Leuven Aquatics,57.93,t
4722989,PIRE,Clement,1998,M,BEL,Club Arapaimas Beauraing,57.93,t
4645964,MAXIMUS,Xaino,2001,M,BEL,Meetjesland-Gent Alliantie Zwemteam,57.93,t
4074379,DEMAN,Mathieu,1989,M,BEL,Meetjesland-Gent Alliantie Zwemteam,57.94,t
4805069,VAN HOOF,Jeroen,1987,M,BEL,Zwemvereniging Lier,57.94,t
4200244,MARCKX,Gay,1992,M,BEL,Koninklijke Zwemclub Neptunus,57.94,t
4311180,VANHOOFF,Romain,1993,M,BEL,Blocry, Ottignies Et Univ.L.L.,57.94,t
4295981,BLASI,Dylan,1994,M,BEL,Les Cormorans Farciennois,57.94,t
4605631,DESCHUYTENEER,Timothee,1996,M,BEL,Zwemclub de Dolfijnen Asse-T,57.94,t
5355003,THEUNISSEN,Toon,2009,M,BEL,De Beringse Tuimelaars,57.94,t
4140029,DE BUYSERE,Jordi,1989,M,BEL,Flanders Coast Swimmingteam,57.95,t
4305387,D'HOLLANDER,Mathias,1993,M,BEL,Dendermondse Zwemvereniging Ol,57.95,t
4615258,VERMEIREN,Benjamin,1998,M,BEL,Zwemclub Brabo Antwerpen,57.95,t
4917604,FEYS,Sammy,2000,M,BEL,Veurnse Zwemvereniging,57.95,t
4748243,GILLARD,Remi,2003,M,BEL,Cercle Royal De Natation Arlonais,57.95,t
5211627,MENNEN,Ruben,2007,M,BEL,Zwemclub Brabo Antwerpen,57.95,t
4645955,MORRE,Jonas,2001,M,BEL,Zwemclub Geel,57.96,t
5104836,HAUSBERG,Sebastian,2004,M,BEL,Belgium,57.96,t
4304348,GUICHART,Geoffrey,1989,M,BEL,Castor Club De Mons,57.97,t
4307676,VAN MIERLO,Bert,1980,M,BEL,Dilbeekse Zwemvereniging,57.97,t
4306578,MILANTS,Bert,1989,M,BEL,Dendermondse Zwemvereniging Ol,57.97,t
4779085,DEDECKER,Daan,1998,M,BEL,Meetjesland-Gent Alliantie Zwemteam,57.97,t
4355419,CROES,Xavier,1997,M,BEL,Koninklijke Landense Sportvereniging Zwemmen,57.97,t
5012073,HILLAERT,Tibo,2004,M,BEL,Meetjesland-Gent Alliantie Zwemteam,57.97,t
5278511,BOGAERT,Briek,2007,M,BEL,First (Flanders Inter Regio Sw,57.97,t
5389067,PIRLET,Wout,2008,M,BEL,Torhoutse Zwemklub Thor,57.97,t
5391849,ZEGAYE,Imrane,2007,M,BEL,Herstal Natation,57.97,t
4307626,VAN HAMME,Joeri,1991,M,BEL,Meetjesland-Gent Alliantie Zwemteam,57.98,t
4576660,MERTENS,Jan,1998,M,BEL,First (Flanders Inter Regio Sw,57.98,t
5219568,DONIN,Thibaut,2005,M,BEL,Zwemclub ZIOS Liedekerke,57.99,t
5169684,GONZALEZ Y GONZALEZ,Romeo,2007,M,BEL,Royal Brussels Poseidon,57.99,t
4299619,LIEBENS,Vincent,1995,M,BEL,Genker Zwemvereniging Neptunus,58.00,t
4748262,DE KEERSMAEKER,Arthur,2002,M,BEL,Zwemclub Brabo Antwerpen,58.00,t
5251231,VAN DE VIJVER,Niels,2007,M,BEL,Swem Vrienden,58.00,t
5425324,BEISHUIZEN,Tom,2008,M,BEL,Peltse Zwemclub,58.00,t
4615246,COFFYN,Viktor,1998,M,BEL,Royal Ypres Swimming Club,58.01,t
4779181,BAETEN,Jens,2001,M,BEL,Zwemclub Schoten,58.01,t
4304343,HAAGMANS,Cedric,1994,M,BEL,Flipper Natation Club Saint-Ge,58.01,t
4822300,RAETS,Sander,2002,M,BEL,Zwemclub Brabo Antwerpen,58.01,t
4952110,LIMBIOUL,Gilles,2005,M,BEL,Flipper Natation Club Saint-Ge,58.02,t
5478191,FAUTRE,Raphael,2009,M,BEL,Waterloo Natation,58.02,t
5363563,PENNINGER,Hector,2008,M,BEL,Flemish Ardennes Swimming Team,58.02,t
4305353,DEVOS,Emmanuel,1981,M,BEL,Cercle Royal De Natation De Br,58.03,t
4340383,WOUTERS,Frederik,1999,M,BEL,Shark,58.03,t
4989462,BEARELLE,Tibo,2000,M,BEL,Koninklijke Kortrijkse Zwemkri,58.03,t
4741087,ROTS,Simon,2000,M,BEL,Aalsters Swimming Team,58.03,t
4304766,CLIJMANS,Gert,1994,M,BEL,Kempisch Swimming Team,58.03,t
5153686,CRAPANZANO,Theo,2006,M,BEL,Ecole Seraing Natation,58.03,t
4308110,WERA,Joachim,1996,M,BEL,Brabant East Swimming Team,58.04,t
4680484,MICHIELS,Nick,2001,M,BEL,Lommelse Zwemvereniging de Lo,58.04,t
5113624,PEYTCHEV,Viktor,2005,M,BEL,Zwemclub de Dolfijnen Asse-T,58.04,t
5398553,CLOSSET,Casimir,2006,M,BEL,Zwemclub Brabo Antwerpen,58.04,t
4804478,VERHAEGEN,Jeroen,1988,M,BEL,Zwemclub Brabo Antwerpen,58.05,t
4804294,MEYERS,Lars,1988,M,BEL,Zwemclub Brabo Antwerpen,58.06,t
4779063,VERSCHEURE,Seppe,1998,M,BEL,Koninklijke Kortrijkse Zwemkri,58.06,t
4439745,VER HEYEN,Yelth,1997,M,BEL,Molse Zwemclub mozka,58.06,t
4304735,CLAES,Mathieu,1983,M,BEL,Zwemclub Brabo Antwerpen,58.07,t
4804447,DUPRET,Julien,1988,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.07,t
4805392,STORMME,Julien,1992,M,BEL,Swimming Club Wauterbos Rode,58.07,t
4306331,LISABETH,Ilian,1997,M,BEL,Bruinvissen Diksmuide,58.07,t
4314008,MICHAUX,Vincent,1975,M,BEL,Swimming Club Ronse,58.07M,t
4332700,STOCKMANS,Stef,1997,M,BEL,Koninklijke Hasseltse Zwemvere,58.08,t
4307313,SWAELENS,Colin,1997,M,BEL,Zwemclub ZIOS Liedekerke,58.08,t
5167227,LEJEUNE,Emmanuel,1992,M,BEL,Castor Club De Mons,58.08,t
4914339,JANSSENS,Mateo,2004,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.08,t
4136865,VAN DE VEIRE,Jeroen,1991,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.09,t
4308497,BADER,Regis,1992,M,BEL,Nautic Club Herve,58.09,t
4313240,CREEMERS,Bauwe,1997,M,BEL,Zwemvereniging De Meerkoet Bre,58.09,t
4805149,CARPIN,Julien,1992,M,BEL,Charleroi Helios Aqua Team,58.09,t
5177097,HEMMER,Eric,1985,M,BEL,Cercle Royal De Natation Arlonais,58.09,t
4617109,D'HOLLANDER,Jens,2001,M,BEL,First (Flanders Inter Regio Sw,58.09,t
4805181,BONTEMS,Rudy,1989,M,BEL,Cercle Royal De Natation De Sp,58.10,t
4140007,CARIAT,Cedric,1985,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.10,t
4308885,MAHIEU,Louis,1997,M,BEL,Gold Swimming Team,58.10,t
4308072,VRANKEN,Kevin,1995,M,BEL,Swimming Team Tienen,58.10,t
4924706,VANSPRINGEL,Quentin,1999,M,BEL,Swimming Club Strombeek-Grimbe,58.10,t
4726057,VAN DAMME,Antoon,1999,M,BEL,Aquarius Zwemclub Lebbeke,58.10,t
5346790,NEETENS,Joannes,2006,M,BEL,Aalsters Swimming Team,58.10,t
4863802,MESTDAGT,Arnaud,2008,M,BEL,Ecole Seraing Natation,58.10,t
4354248,COUNOY,Hugo,1999,M,BEL,Barracuda Club Saint-Ghislain,58.11,t
4811535,LESAGE,Christophe,2002,M,BEL,Belgium,58.11,t
5147631,EVENS,Joppe,2003,M,BEL,Genker Zwemvereniging Neptunus,58.11,t
5506858,SURKYN,Staf,2007,M,BEL,Kempisch Swimming Team,58.11,t
4074339,DE VOS,Rutger,1993,M,BEL,First (Flanders Inter Regio Sw,58.12,t
4225707,COPPENS,Jeroen,1992,M,BEL,Swimming Team Waasland,58.12,t
4691687,DOLNE,Enzo,2007,M,BEL,Royal Verviers Natation,58.12,t
4477416,HARINCK,Jonas,1996,M,BEL,Koninklijke Waregemse Zwemclub,58.13,t
4313302,VANDERMAESEN,William,1998,M,BEL,Brabant East Swimming Team,58.13,t
4740045,CLAES,Benjamin,2000,M,BEL,Koninklijke Landense Sportvereniging Zwemmen,58.13,t
5196341,OFFERMANN,Marius,2003,M,BEL,Cercle Royal De Natation De Sp,58.13,t
5088348,VANDE MOORTEL,Kasper,2005,M,BEL,Bruinvissen Diksmuide,58.13,t
4804423,VAN KERCKHOVEN,Jesse,1992,M,BEL,Zwemclub Tremelo,58.14,t
4302738,LEYSSENS,Jonas,1995,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.14,t
4354328,APERS,Jorik,1999,M,BEL,First (Flanders Inter Regio Sw,58.14,t
4439653,SENESAEL,Tom,1997,M,BEL,Torhoutse Zwemklub Thor,58.14,t
4904764,DARGE,Martin,1999,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.14,t
5064285,VISSERS,Pablo,2004,M,BEL,Koninklijke Zwemclub Neptunus,58.14,t
5199685,MEERS,Jan,2006,M,BEL,Koninklijke Hasseltse Zwemvere,58.14,t
4419123,PRAET,Nick,1998,M,BEL,Zwemclub Lorelei Londerzeel,58.15,t
4895730,ENGELS,Lander,1998,M,BEL,Heistse Zwemclub Arduas,58.15,t
4306528,MERLO,Stefan,1982,M,BEL,Zwemclub Maasmechelen,58.16,t
4897342,VOLDERS,Aiken,2002,M,BEL,Brabant East Swimming Team,58.16,t
5096992,VAN HOECKE,Emile,2003,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.16,t
5537759,GENIN,Alexandre,2009,M,BEL,Aqua Club Braine L'Alleud,58.16,t
4169378,NEUTELERS,Sylvain,1989,M,BEL,Ecole De Natation Waremmienne,58.17,t
4304351,D'ANGELO,Lisandro,1997,M,BEL,Entente Des Nageurs Louvierois Natation,58.17,t
4863345,VITALE,Luca,2002,M,BEL,Swimming Club Strombeek-Grimbe,58.17,t
4302728,WAUMAN,Jeroen,1994,M,BEL,Brabant East Swimming Team,58.18,t
4864033,SANFILIPPO,Kobe,2004,M,BEL,Molse Zwemclub mozka,58.18,t
5321081,BEECKMANS,Ferre,2005,M,BEL,Molse Zwemclub mozka,58.18,t
4304763,CLESSE,Damien,1992,M,BEL,Les Dauphins Visetois,58.19,t
4576991,CORNELIS,Isaac,2006,M,BEL,Flemish Ardennes Swimming Team,58.19,t
5069901,VANDOOREN,Art,2008,M,BEL,Leuven Aquatics,58.19,t
4617151,VAN DEN BERGHE,Bryan,1999,M,BEL,Zwemclub Lorelei Londerzeel,58.20,t
5198151,VANVLASSELAER,Ward,2002,M,BEL,Brabant East Swimming Team,58.20,t
5259506,DUYVEJONCK,Thomas,2007,M,BEL,Koninklijke Kortrijkse Zwemkri,58.20,t
5091130,GOIRE,Antoine,2006,M,BEL,Ecole De Natation Waremmienne,58.20,t
4098774,HANSE,Nicolas,1984,M,BEL,Club Communal Natation Marche,58.21,t
4988512,PANSAERTS,Thomas,1997,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.21,t
5112954,STERCKX,Daan,2008,M,BEL,Tiense Regio United Swimming Team,58.21,t
4295952,DELVAX,Riccardo,1991,M,BEL,Zwemclub Maasmechelen,58.22,t
4779046,GOOSSENS,Gilles,2000,M,BEL,Heistse Zwemclub Arduas,58.22,t
4355484,GEHLEN,Marvin,2006,M,BEL,Csc La Calamine Neu-Moresnet,58.22,t
5366410,MACHER,Alois,2006,M,BEL,Waterloo Natation,58.22,t
5080403,EUGENE,Felix,2007,M,BEL,Zoro,58.22,t
4804576,KEVELAERTS,Thibaut,1990,M,BEL,Zwemclub de Dolfijnen Asse-T,58.23,t
4689857,INNES,Timothee,1998,M,BEL,Ecole De Natation Waremmienne,58.23,t
5177151,CLAUS,Brent,2003,M,BEL,Aalsters Swimming Team,58.23,t
5105599,BARMAKRAN,Zakaria,2002,M,BEL,Cercle Royal De Natation De Br,58.23,t
5169353,BIRLOGEANU,Luca,2005,M,BEL,De Beringse Tuimelaars,58.23,t
5111344,DERYCKE,Balder,2005,M,BEL,Roeselaarse Zwemvereniging,58.23,t
5251356,AZZOUZI,Yanis,2006,M,BEL,Schwimmverein Delphin Eupen,58.23,t
5343828,EVENS,Mats,2010,M,BEL,Zwemvereniging De Meerkoet Bre,58.24,t
5105592,LAVIALLE,Alan,2005,M,BEL,Entente Des Nageurs Louvierois Natation,58.24,t
4140027,VANNESTE,Jerome,1988,M,BEL,Cercle Royal De Natation De To,58.25,t
4804563,LAMOTE,Milan,1993,M,BEL,Royal Ostend Swimming Club,58.25,t
4306933,QUINTYN,Jacob,1994,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.25,t
4640014,RUBENS,Toon,2000,M,BEL,Peltse Zwemclub,58.25,t
5129540,DE WACHTER,Pieter-Jan,2002,M,BEL,De Beringse Tuimelaars,58.25,t
5323266,JEGHERS,Mael,2008,M,BEL,Nautic Club Herve,58.25,t
4303471,BOVEROUX,Nicolas,1988,M,BEL,Ecole De Natation Waremmienne,58.26,t
4804317,VANDER AUWERA,Maxime,1987,M,BEL,Cercle Royal De Natation De Br,58.26,t
4299599,NAESSENS,Jorne,1992,M,BEL,Royal Ypres Swimming Club,58.26,t
4170694,ANDELHOFS,Niels,1991,M,BEL,Peltse Zwemclub,58.26,t
4308932,OP DE BEECK,Endy,1991,M,BEL,De Beringse Tuimelaars,58.26,t
4565881,VERSCHOREN,Maurits,1997,M,BEL,Koninklijke Landense Sportvereniging Zwemmen,58.26,t
4346907,JACOB,Jeroen,1997,M,BEL,Zwemclub de Dolfijnen Asse-T,58.26,t
4489435,MESTDAGH,Vianney,2001,M,BEL,Royal Dauphins Mouscronnois,58.26,t
5349286,VAN BELLE,Simon,2009,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.26,t
5470104,LAFAUT,Leon,2008,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.26,t
4721225,LAGNEAU,Jean-Marie,1997,M,BEL,Gosselies Aqua Club,58.27,t
4788701,BEAUTHIER,Ronan,1999,M,BEL,Koninklijke Vilvoordse Zwemclu,58.27,t
5346667,JACOBS,Giel,2005,M,BEL,Koninklijke Aarschotse Zwemclub Schoonhoven,58.27,t
5203722,VAN GANSBEKE,Siemen,2006,M,BEL,Koninklijke Waregemse Zwemclub,58.27,t
4140233,VAN GRUNDERBEECK,Bas,2009,M,BEL,Zwemclub Tremelo,58.27,t
4303497,DE MAEYER,Jelle,1989,M,BEL,Verenigde Willebroekse Zwemclu,58.28,t
4972262,MAHIEU,Nicolas,2004,M,BEL,Perron,58.28,t
4988323,DERUMIER,Thomas,2004,M,BEL,Espadon Leuze Natation,58.28,t
5285184,STRUYS,Gabriel,2009,M,BEL,Std,58.28,t
5443099,DECUPERE,Alex,2010,M,BEL,Koninklijke Kortrijkse Zwemkri,58.28,t
4303455,BARBIER,Emmanuel,1989,M,BEL,Royal Charleroi Sporting Club,58.29,t
4299671,DE SMEDT,Ward,1992,M,BEL,Zwemclub Kapelle-O/D-Bos,58.29,t
4199791,MEYER,Levy,1993,M,BEL,Royal Ostend Swimming Club,58.29,t
4779064,CREYF,Tjoerven,2002,M,BEL,Zwemclub Lorelei Londerzeel,58.29,t
5009258,QUEVRIN,Luca,2002,M,BEL,Liege Mosan,58.29,t
4948233,SUCAET,Senne,2001,M,BEL,De Dolfijnen Zwemclub Zomergem,58.29,t
5356260,ALBORES-SANCHEZ,Rafael,2011,M,BEL,Perron,58.29,t
5355008,GORIS,Ruben,2009,M,BEL,Zwemclub Brabo Antwerpen,58.29,t
5200819,DUTRE,Andreas,2006,M,BEL,Koninklijke Brugse Zwem- & Red,58.29,t
4805060,WLODARCZYK,Marc,1981,M,BEL,Liege Mosan,58.30,t
4398132,MUSCH,Wouter,1997,M,BEL,Koninklijke Zwemclub Neptunus,58.30,t
5067634,DURIEUX,Tristan,2006,M,BEL,Cercle Royal De Natation Arlonais,58.30,t
4804582,VANDEWEERD,Ruben,1990,M,BEL,De Dolfijnen Zwemclub Zomergem,58.31,t
4315619,VAN OTTEN,Stefan,1983,M,BEL,Koninklijke Turnhoutse Zwemver,58.31,t
4308729,FIRSZT,Tomasz,1992,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.31,t
4777790,COHNEN,Levy,2003,M,BEL,Ecole Saint-Vith Natation,58.31,t
5354975,CLAESSENS,Noah,2004,M,BEL,Le Triton ans Natation,58.31,t
4004946,HAVARD,Noah,2006,M,BEL,Std,58.31,t
5369825,MICHIELS,Sibe,2010,M,BEL,Temse Schelde Zwemmers,58.31,t
4886758,VAN DE VEIRE,Wannes,2007,M,BEL,Zwemclub de Dolfijnen Asse-T,58.31,t
4805141,DE GEETER,Michiel,1994,M,BEL,Koninklijke Brugse Zwem- & Red,58.32,t
4255128,COPPIN,Georges,1992,M,BEL,Waterloo Natation,58.32,t
4305848,HENSEL,Justin,1995,M,BEL,Charleroi Helios Aqua Team,58.32,t
4311192,MASSART,Martin,1994,M,BEL,Cercle De Natation Sportcity W,58.33,t
4295941,SWERTS,Pieter-Jan,1994,M,BEL,Zwemclub Schoten,58.33,t
4303456,BECK,Jeremy,1990,M,BEL,Dilbeekse Zwemvereniging,58.34,t
4304345,GROSSEN,Ben,1987,M,BEL,Brabant East Swimming Team,58.34,t
4140050,TILMAN,Loic,1987,M,BEL,Val De Mehaigne Natation Wanze,58.34,t
4308584,CLIJMANS,Tom,1988,M,BEL,Koninklijke Turnhoutse Zwemver,58.34,t
4691670,DEGLAIN,Simon,1989,M,BEL,Societe Royale La Nage Saint-Gilles,58.34,t
5084748,SERVAIS,Noah,1997,M,BEL,Cercle Royal De Natation De Huy,58.34,t
4549121,VAN DEN EYNDE,Wout,2005,M,BEL,Westerlo Swimming Team,58.34,t
4805068,NACKAERTS,Kurt,1982,M,BEL,Zwemvereniging Lier,58.35,t
4139701,TRUYTS,Maarten,1995,M,BEL,Heistse Zwemclub Arduas,58.35,t
4304275,BAENS,Beau,1996,M,BEL,Zwemvereniging De Meerkoet Bre,58.35,t
4620633,PIETERS,Cobe,2000,M,BEL,Koninklijke Hasseltse Zwemvere,58.35,t
5156711,BERNARD,Thibault,2006,M,BEL,Royal Dauphins Mouscronnois,58.35,t
5092505,VERCAUTEREN,Jasper,2006,M,BEL,Zwemclub Brabo Antwerpen,58.35,t
5091126,CROMBEL,Jean,2006,M,BEL,Perron,58.35,t
5295821,VERBRUGGEN,Wout,2006,M,BEL,First (Flanders Inter Regio Sw,58.35,t
4199989,KETELS,Tom,1992,M,BEL,Temse Schelde Zwemmers,58.36,t
5006193,SURQUIN,Nathan,1998,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.36,t
4305126,DE WAELE,Jens,1996,M,BEL,Zuidlede Zwemmers,58.37,t
4695378,ABIB,Driss,1998,M,BEL,Cercle De Natation Sportcity W,58.37,t
4498967,VAN HEGHE,Lowie,1997,M,BEL,First (Flanders Inter Regio Sw,58.37,t
5092556,VANGHELUWE,Brent,2006,M,BEL,Royal Ypres Swimming Club,58.37,t
4996187,CORNELISSEN,Lars,2008,M,BEL,AART-Lorelei-Zwemvereniging,58.37,t
5209370,PIERRET,Noah,2002,M,BEL,Club De Natation Bastogne,58.37,t
5163792,COLONERUS,Daniel,2008,M,BEL,Ecole Saint-Vith Natation,58.37,t
4307217,SMETS,Jeroen,1998,M,BEL,Heistse Zwemclub Arduas,58.38,t
5413216,SCHMOKER,Arthur,2008,M,BEL,Belgium,58.38,t
4304472,BUYL,Joris,1984,M,BEL,Lokerse Zwemvereniging,58.39,t
4295784,LENS,Julien,1995,M,BEL,Blocry, Ottignies Et Univ.L.L.,58.39,t
4308980,RIJCKMANS,Matthias,1997,M,BEL,Swimming Club Strombeek-Grimbe,58.39,t
4085669,GAWRA,Androus,1989,M,BEL,Liege Mosan,58.40,t
4822286,VERBEEK,Mats,2001,M,BEL,Shark,58.40,t
5393987,HESELMANS,Bjarni,2005,M,BEL,De Beringse Tuimelaars,58.40,t
5350343,VARVENNES,Arthur,2007,M,BEL,Cercle Royal De Natation De To,58.40,t
4439647,SCHELSTRAETE,Bruno,1990,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.41,t
4805085,GODRIE,Thomas,1991,M,BEL,Barracuda Club Saint-Ghislain,58.41,t
4200002,LEMMENS,Jens,1991,M,BEL,Koninklijke Zwemclub Neptunus,58.41,t
4827980,DEBEAUSSAERT,Vincent,1999,M,BEL,Koninklijke Kortrijkse Zwemkri,58.41,t
5002332,DE DEYNE,Kasper,2003,M,BEL,Meetjesland-Gent Alliantie Zwemteam,58.41,t
4822311,DAVID,Idris,2003,M,BEL,Leuven Aquatics,58.41,t
4804474,VAN ELST,Adriaan,1988,M,BEL,Zwemclub Brabo Antwerpen,58.42,t
4305501,EGGERMONT,Steven,1994,M,BEL,Gold Swimming Team,58.42,t
4074335,INGELBERT,Niel,1991,M,BEL,First (Flanders Inter Regio Sw,58.42,t
